"","Year","Area","Street","Street 2"
"455",2011,"Birmingham","Sutton  Parade",NA
"456",2011,"Birmingham","Sutton  Parade",NA
"457",2011,"Birmingham","Sutton  Parade",NA
"458",2011,"Birmingham","Sutton  Town  Centre",NA
"459",2011,"Birmingham","Sutton  Town  Centre",NA
"460",2011,"Birmingham","Sutton  Town  Centre",NA
"461",2011,"Birmingham","Sutton  Town  Centre",NA
"462",2011,"Birmingham","Sutton  Town  Centre",NA
"463",2011,"Birmingham","Tedbury  Crescent",NA
"464",2011,"Birmingham","Tesco's  Express,  Walsall  rd.,  Four  Oaks,  Sutton  Coldfield",NA
"465",2011,"Birmingham","The  Parade",NA
"466",2011,"Birmingham","The  Parade",NA
"467",2011,"Birmingham","The  Parade",NA
"468",2011,"Birmingham","The  Parade  Sutton",NA
"469",2011,"Birmingham","The  Parade  Sutton  Coldf Eld",NA
"470",2011,"Birmingham","The  Parade,  Birmingham  rd.,  Sutton  Coldfield",NA
"471",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"472",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"473",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"474",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"475",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"476",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"477",2011,"Birmingham","The  Parade,  Sutton  Town  Centre",NA
"478",2011,"Birmingham","The  Parade....",NA
"479",2011,"Birmingham","The  R Dgeway",NA
"480",2011,"Birmingham","The  Ridgeway",NA
"481",2011,"Birmingham","The  Ridgeway",NA
"482",2011,"Birmingham","The  Swan  Ph",NA
"483",2011,"Birmingham","Turnhouse  rd.",NA
"484",2011,"Birmingham","Upper  Holland  rd.",NA
"485",2011,"Birmingham","Victoria  Rd",NA
"486",2011,"Birmingham","Victoria  Rd",NA
"487",2011,"Birmingham","Victoria  Rd",NA
"488",2011,"Birmingham","Walsh  dr.,  Walmley,  Sutton  Coldfield",NA
"489",2011,"Birmingham","Warren  Farm  Rd",NA
"490",2011,"Birmingham","Warren  Farm  rd.",NA
"491",2011,"Birmingham","Whitehouse  Common  Rd",NA
"492",2011,"Birmingham","Wilton  Rd",NA
"493",2011,"Birmingham","Windsor  House,  Jarvis  rd.,  Erdington",NA
"494",2011,"Birmingham","Witton  Lodge  rd.",NA
"495",2011,"Birmingham","Witton  Lodge  rd.,  Erdington",NA
"496",2011,"Birmingham","York  rd.",NA
"497",2011,"Birmingham","Abdon  Ave",NA
"498",2011,"Birmingham","Alcester  rd.  South",NA
"499",2011,"Birmingham","Alvechurch  Rd",NA
"500",2011,"Birmingham","Arden  rd.",NA
"501",2011,"Birmingham","Ardencote  Froad",NA
"502",2011,"Birmingham","Ashley  Close",NA
"503",2011,"Birmingham","Balti  Spice  Bristol  Rd  South",NA
"504",2011,"Birmingham","Barnes  Hill",NA
"505",2011,"Birmingham","Barrow  House",NA
"506",2011,"Birmingham","Bell  str.",NA
"507",2011,"Birmingham","Birmingham  New  str.",NA
"508",2011,"Birmingham","Birmingham  New  str.",NA
"509",2011,"Birmingham","Birmingham  New  str.",NA
"510",2011,"Birmingham","Birmingham  str.,  Oldbury",NA
"511",2011,"Birmingham","Blandford  rd.",NA
"512",2011,"Birmingham","Bournbrook  rd.",NA
"513",2011,"Birmingham","Bournville  Front  Office",NA
"514",2011,"Birmingham","Bournville  Front  Office",NA
"515",2011,"Birmingham","Bournville  Lane",NA
"516",2011,"Birmingham","Bournville  Lane",NA
"517",2011,"Birmingham","Bournville  Lane  Front  Office",NA
"518",2011,"Birmingham","Bowling  Green  rd.",NA
"519",2011,"Birmingham","Bristol  Rd",NA
"520",2011,"Birmingham","Bristol  Rd",NA
"521",2011,"Birmingham","Bristol  Rd",NA
"522",2011,"Birmingham","Bristol  Rd",NA
"523",2011,"Birmingham","Bristol  Rd  Selly  Oak",NA
"524",2011,"Birmingham","Bristol  Rd  South",NA
"525",2011,"Birmingham","Bristol  Rd  South",NA
"526",2011,"Birmingham","Bristol  Rd  Sth",NA
"527",2011,"Birmingham","Bristol  Rd,  Northfield",NA
"528",2011,"Birmingham","Bristol  Rd,  Selly  Oak",NA
"529",2011,"Birmingham","Bristol  rd.",NA
"530",2011,"Birmingham","Bristol  rd.",NA
"531",2011,"Birmingham","Bristol  rd.",NA
"532",2011,"Birmingham","Bristol  rd.",NA
"533",2011,"Birmingham","Bristol  rd.",NA
"534",2011,"Birmingham","Bristol  rd.",NA
"535",2011,"Birmingham","Bristol  rd.",NA
"536",2011,"Birmingham","Bristol  rd.",NA
"537",2011,"Birmingham","Bristol  rd.",NA
"538",2011,"Birmingham","Bristol  rd.",NA
"539",2011,"Birmingham","Bristol  rd.",NA
"540",2011,"Birmingham","Bristol  rd.",NA
"541",2011,"Birmingham","Bristol  rd.",NA
"542",2011,"Birmingham","Bristol  rd.",NA
"543",2011,"Birmingham","Bristol  rd.  Northfield",NA
"544",2011,"Birmingham","Bristol  rd.  Selly  Oak",NA
"545",2011,"Birmingham","Bristol  rd.  Selly  Oak",NA
"546",2011,"Birmingham","Bristol  rd.  Selly  Oak",NA
"547",2011,"Birmingham","Bristol  rd.  South,  Northfield",NA
"548",2011,"Birmingham","Bristol  rd.  South,  Selly  Oak",NA
"549",2011,"Birmingham","Bristol  rd.,  Selly  Oak",NA
"550",2011,"Birmingham","Bristol  rd.,  Selly  Oak",NA
"551",2011,"Birmingham","Bristol  rd.,  Selly  Oak",NA
"552",2011,"Birmingham","Broad  str.",NA
"553",2011,"Birmingham","Broad  str.",NA
"554",2011,"Birmingham","Broad  str.",NA
"555",2011,"Birmingham","Broad  str.,  City  Centre",NA
"556",2011,"Birmingham","Broad  str.,  City  Centre",NA
"557",2011,"Birmingham","Brook  Lane",NA
"558",2011,"Birmingham","Bunburry  rd.",NA
"559",2011,"Birmingham","Bunburry  rd.",NA
"560",2011,"Birmingham","Burnhill  Grove  ,Weoley  Castle  ,Birmingham.",NA
"561",2011,"Birmingham","Car  Park  Of  Bournville  Lane  P/Stn",NA
"562",2011,"Birmingham","Chinbrook  rd.,  Billsley",NA
"563",2011,"Birmingham","Church  Hill  Nortthfield",NA
"564",2011,"Birmingham","Church  rd.",NA
"565",2011,"Birmingham","Compton  rd.,  Cradley  Heath",NA
"566",2011,"Birmingham","Costcutters,  Ardern  rd.",NA
"567",2011,"Birmingham","Dawberry  rd.",NA
"568",2011,"Birmingham","Dawlish  rd.",NA
"569",2011,"Birmingham","Dingle  Club",NA
"570",2011,"Birmingham","Doddington  rd.",NA
"571",2011,"Birmingham","Dog  Kennel  Lane",NA
"572",2011,"Birmingham","Dog  Pool  Lane",NA
"573",2011,"Birmingham","Downfield  dr.",NA
"574",2011,"Birmingham","Dudley  Bus  Station",NA
"575",2011,"Birmingham","Dwellings  Lane",NA
"576",2011,"Birmingham","Eafo","EAFO"
"577",2011,"Birmingham","Edgbaston  Cricket  Ground",NA
"578",2011,"Birmingham","Edgbaston  Park  rd.",NA
"579",2011,"Birmingham","Exeter  Rd  /  Hubert  Rd",NA
"580",2011,"Birmingham","Fordhouse  Lane",NA
"581",2011,"Birmingham","Four  Acres  ,Quinton.",NA
"582",2011,"Birmingham","Frogmill  rd.,  Frankley",NA
"583",2011,"Birmingham","Genners  Lane",NA
"584",2011,"Birmingham","Glastonbury  rd.",NA
"585",2011,"Birmingham","Great  Park  Rubery",NA
"586",2011,"Birmingham","Griffins  Brook  Lane",NA
"587",2011,"Birmingham","Grosvenor  Shopping  Centre",NA
"588",2011,"Birmingham","Hagley  rd.",NA
"589",2011,"Birmingham","Hagley  rd.",NA
"590",2011,"Birmingham","Hagley  rd.",NA
"591",2011,"Birmingham","Hagley  rd.",NA
"592",2011,"Birmingham","Hagley  rd.",NA
"593",2011,"Birmingham","Hagley  rd.",NA
"594",2011,"Birmingham","Hagley  rd.",NA
"595",2011,"Birmingham","Hagley  rd.",NA
"596",2011,"Birmingham","Hagley  rd.",NA
"597",2011,"Birmingham","Hagley  rd.,  Edgbaston",NA
"598",2011,"Birmingham","Hagley  rd.,  Eedgbaston",NA
"599",2011,"Birmingham","Harborne  Cricket  Club",NA
"600",2011,"Birmingham","Harborne  High  St",NA
"601",2011,"Birmingham","Harborne  High  str.",NA
"602",2011,"Birmingham","Harborne  High  str.",NA
"603",2011,"Birmingham","Harborne  High  str.",NA
"604",2011,"Birmingham","Harborne  Park  rd.",NA
"605",2011,"Birmingham","Harborne  Police  Station",NA
"606",2011,"Birmingham","Harbourne  Cricket  Club",NA
"607",2011,"Birmingham","Hawkesley  End",NA
"608",2011,"Birmingham","Hawkesley  Square",NA
"609",2011,"Birmingham","Hazelwell  str.",NA
"610",2011,"Birmingham","Heathmill  Lane  Digbeth",NA
"611",2011,"Birmingham","Herons  Wood",NA
"612",2011,"Birmingham","High  St",NA
"613",2011,"Birmingham","High  St  Harborne",NA
"614",2011,"Birmingham","High  St  Harborne",NA
"615",2011,"Birmingham","High  St  Northfield",NA
"616",2011,"Birmingham","High  str.  Harborne",NA
"617",2011,"Birmingham","High  str.  Harborne",NA
"618",2011,"Birmingham","High  str.  Harborne",NA
"619",2011,"Birmingham","High  str.  Harborne",NA
"620",2011,"Birmingham","High  str.  Harbourne",NA
"621",2011,"Birmingham","High  str.,  Harborne",NA
"622",2011,"Birmingham","High  str.,  Harborne",NA
"623",2011,"Birmingham","Highfdield  Lane",NA
"624",2011,"Birmingham","Highfield  Lane",NA
"625",2011,"Birmingham","Highfield  Lane,  Quinton",NA
"626",2011,"Birmingham","Hoggs  Lane,  Northfield",NA
"627",2011,"Birmingham","Hollybank  rd.",NA
"628",2011,"Birmingham","Holywood  Bowl,  Rubery",NA
"629",2011,"Birmingham","Home  Address",NA
"630",2011,"Birmingham","Honnington  Crescent,  Northfield",NA
"631",2011,"Birmingham","Jiggins  Lane",NA
"632",2011,"Birmingham","Jiggins  Lane,  Bartley  Green",NA
"633",2011,"Birmingham","Kembertone  rd.",NA
"634",2011,"Birmingham","Kings  Norton  Green",NA
"635",2011,"Birmingham","Leech  Green  Rd",NA
"636",2011,"Birmingham","Leith  Grove",NA
"637",2011,"Birmingham","Leith  Grove",NA
"638",2011,"Birmingham","Long  Fellow  rd.",NA
"639",2011,"Birmingham","Longbridge  Lane",NA
"640",2011,"Birmingham","Longbridge  Lane",NA
"641",2011,"Birmingham","Longbridge  Lane,  West  Heath",NA
"642",2011,"Birmingham","Longham  Croft",NA
"643",2011,"Birmingham","Lottie  rd.",NA
"644",2011,"Birmingham","Lutley  Grove",NA
"645",2011,"Birmingham","Malins  rd.,  Harborne",NA
"646",2011,"Birmingham","Manderville  House",NA
"647",2011,"Birmingham","Marjoram  Close,  Hawksley",NA
"648",2011,"Birmingham","Masshouse  Lane",NA
"649",2011,"Birmingham","Masshouse  Lane",NA
"650",2011,"Birmingham","Maypole  Lane",NA
"651",2011,"Birmingham","Merritts  Hill",NA
"652",2011,"Birmingham","Metchley  Lane",NA
"653",2011,"Birmingham","Moat  rd.",NA
"654",2011,"Birmingham","Mounbatten  House,  Wyndham  rd.",NA
"655",2011,"Birmingham","New  str.  Br",NA
"656",2011,"Birmingham","New  str.  Station",NA
"657",2011,"Birmingham","Nortb  Worcester  Golf  Club",NA
"658",2011,"Birmingham","North  str.,  Harborne",NA
"659",2011,"Birmingham","North  str.,  Harborne",NA
"660",2011,"Birmingham","Northfield  High  str.",NA
"661",2011,"Birmingham","Northfield  High  str..",NA
"662",2011,"Birmingham","Oakridge  rd.  Northfield",NA
"663",2011,"Birmingham","Oddingley  rd.",NA
"664",2011,"Birmingham","Oddingley  rd.,  West  Heath",NA
"665",2011,"Birmingham","Paradise  Forum  ,Birmingham.",NA
"666",2011,"Birmingham","Parsons  Hill",NA
"667",2011,"Birmingham","Pershore  rd.",NA
"668",2011,"Birmingham","Pershore  rd.",NA
"669",2011,"Birmingham","Pershore  rd.",NA
"670",2011,"Birmingham","Pershore  rd.",NA
"671",2011,"Birmingham","Pershore  rd.",NA
"672",2011,"Birmingham","Pershore  rd.",NA
"673",2011,"Birmingham","Pershore  rd.",NA
"674",2011,"Birmingham","Pershore  rd.",NA
"675",2011,"Birmingham","Pershore  rd.",NA
"676",2011,"Birmingham","Pershore  rd.",NA
"677",2011,"Birmingham","Pershore  rd.",NA
"678",2011,"Birmingham","Pershore  rd.  South,  Kings  Norton",NA
"679",2011,"Birmingham","Poole  Crescent,  Harborne",NA
"680",2011,"Birmingham","Poplar  av.",NA
"681",2011,"Birmingham","Portlands  rd.",NA
"682",2011,"Birmingham","Princethorpe  rd.",NA
"683",2011,"Birmingham","Qe  Casualty",NA
"684",2011,"Birmingham","Qe  Hospital",NA
"685",2011,"Birmingham","Qe  Hospital",NA
"686",2011,"Birmingham","Quality  Hotel",NA
"687",2011,"Birmingham","Queen  Elizabeth  Hospital",NA
"688",2011,"Birmingham","Raddlebarn  rd.",NA
"689",2011,"Birmingham","Richmond  Hill  rd.",NA
"690",2011,"Birmingham","Richmond  rd.",NA
"691",2011,"Birmingham","Rose  rd.",NA
"692",2011,"Birmingham","Rose  rd.,  Harborne",NA
"693",2011,"Birmingham","Sainsburys,  Frankley  Beeches  Rd,  Northfield",NA
"694",2011,"Birmingham","Selcroft  Ave",NA
"695",2011,"Birmingham","Shannon  Rd,  Kings  Norton",NA
"696",2011,"Birmingham","Shawbrook  Grove",NA
"697",2011,"Birmingham","Shell  Forecourt  Bristol  Rd",NA
"698",2011,"Birmingham","Sir  Hiltons  rd.,  West  Heath",NA
"699",2011,"Birmingham","Snax  24  Forcourt.",NA
"700",2011,"Birmingham","Solihull  High  str.",NA
"701",2011,"Birmingham","Solihull  High  str..  Outside  Rosies.",NA
"702",2011,"Birmingham","Stanley  rd.  Quinton",NA
"703",2011,"Birmingham","Stone  rd.,  Edgbaston",NA
"704",2011,"Birmingham","Stonehouse  Lane",NA
"705",2011,"Birmingham","Stratford  rd.  ,Sparkbrook  ,Birmingham.",NA
"706",2011,"Birmingham","The  Fold",NA
"707",2011,"Birmingham","The  Fold,  Kings  Norton",NA
"708",2011,"Birmingham","The  Jester  Ph",NA
"709",2011,"Birmingham","The  Parade  Queensway,  City    Centre.",NA
"710",2011,"Birmingham","The  Royal  Oak  Public  House,  Pershore  rd.",NA
"711",2011,"Birmingham","Three  Horshoes  Ph",NA
"712",2011,"Birmingham","Three  Shires  Oak  rd.",NA
"713",2011,"Birmingham","Three  Shires  rd.",NA
"714",2011,"Birmingham","Trescotte  rd.",NA
"715",2011,"Birmingham","Turves  Green",NA
"716",2011,"Birmingham","Unknown","unknown"
"717",2011,"Birmingham","Valbourne  rd.  Kings  Heath",NA
"718",2011,"Birmingham","Vicarage  rd.,  Kings  Heath",NA
"719",2011,"Birmingham","Vineyard  rd.,  Northfield",NA
"720",2011,"Birmingham","War  Lane",NA
"721",2011,"Birmingham","Watford  Rd,  Cotteridge",NA
"722",2011,"Birmingham","Weolly  Castle  rd.",NA
"723",2011,"Birmingham","Westminster  rd.",NA
"724",2011,"Birmingham","Wolverhampton  str.",NA
"725",2011,"Birmingham","Woodhouse  rd.,  Quinton",NA
"726",2011,"Birmingham","Woodmeadow  rd.",NA
"727",2011,"Birmingham","Worlds  End  Lane",NA
"728",2011,"Birmingham","Worlds  End  Lane",NA
"729",2011,"Birmingham","Worlds  End  Lane,Quinton",NA
"730",2011,"Birmingham","Worlds  End  Lane,Quinton",NA
"731",2011,"Birmingham","Acardian  Centre",NA
"732",2011,"Birmingham","Adderley  rd.",NA
"733",2011,"Birmingham","Air  Night  Club",NA
"734",2011,"Birmingham","Albert  rd.,  Handsworth,  Birmingham",NA
"735",2011,"Birmingham","Arcadia  Centre,  Birmingham  City  Centre",NA
"736",2011,"Birmingham","Arcadian","arcadian"
"737",2011,"Birmingham","Arcadian","Arcadian"
"738",2011,"Birmingham","Arcadian  Birmingham  City  Centre",NA
"739",2011,"Birmingham","Arcadian  Center,  Birmingham",NA
"740",2011,"Birmingham","Arcadian  Centre",NA
"741",2011,"Birmingham","Arcadian  Centre",NA
"742",2011,"Birmingham","Arcadian  Centre",NA
"743",2011,"Birmingham","Arcadian  Centre",NA
"744",2011,"Birmingham","Arcadian  Centre",NA
"745",2011,"Birmingham","Arcadian  Centre",NA
"746",2011,"Birmingham","Arcadian  Centre",NA
"747",2011,"Birmingham","Arcadian  Centre",NA
"748",2011,"Birmingham","Arcadian  Centre",NA
"749",2011,"Birmingham","Arcadian  Centre",NA
"750",2011,"Birmingham","Arcadian  Centre",NA
"751",2011,"Birmingham","Arcadian  Centre",NA
"752",2011,"Birmingham","Arcadian  Centre",NA
"753",2011,"Birmingham","Arcadian  Centre",NA
"754",2011,"Birmingham","Arcadian  Centre  Bham",NA
"755",2011,"Birmingham","Arcadian  Centre,  Birmingham",NA
"756",2011,"Birmingham","Arcadian  Centre,  Birmingham  City  Centre",NA
"757",2011,"Birmingham","Arcadian  Centre,  Ladywell  Walk",NA
"758",2011,"Birmingham","Arcadian  Centre,  Ladywell  Walk",NA
"759",2011,"Birmingham","Arcadian  Entertainment  Centre,  Birmingham",NA
"760",2011,"Birmingham","Arcadian,  City  Centre.",NA
"761",2011,"Birmingham","Arcadian,  Hurst  str.",NA
"762",2011,"Birmingham","Aston  Hotel`",NA
"763",2011,"Birmingham","Aston  Police  Station",NA
"764",2011,"Birmingham","Aston  Villa  Football  Ground",NA
"765",2011,"Birmingham","Attenborough  Close",NA
"766",2011,"Birmingham","Away  Fans  Coach  Park,    Bham  Cfc",NA
"767",2011,"Birmingham","Away  Supporters  Entrance  Bcfc",NA
"768",2011,"Birmingham","Bar  Risa",NA
"769",2011,"Birmingham","Bath  Row,  Birmingham",NA
"770",2011,"Birmingham","Bath  str.,City  Centre",NA
"771",2011,"Birmingham","Bcfc    Home  Fans  Car  Aprke",NA
"772",2011,"Birmingham","Bcfc  Ground",NA
"773",2011,"Birmingham","Bcfc  Tilton  rd.  Entrance",NA
"774",2011,"Birmingham","Berkeley  str.",NA
"775",2011,"Birmingham","Berkeley  str.",NA
"776",2011,"Birmingham","Berkley  str.",NA
"777",2011,"Birmingham","B'ham  New  str.  Station",NA
"778",2011,"Birmingham","Big  Bite,  Broad  str.",NA
"779",2011,"Birmingham","B Gwok  Restaurant,  Birmingham",NA
"780",2011,"Birmingham","Birchfield  rd.,    Perry  Barr",NA
"781",2011,"Birmingham","Birchfield  rd.,  Birmingham",NA
"782",2011,"Birmingham","Birchfield  rd.,  City  Centre",NA
"783",2011,"Birmingham","Birchfiled  rd.",NA
"784",2011,"Birmingham","Birmingham  City  Fc  Aa Ya   Coach  Park",NA
"785",2011,"Birmingham","Birmingham  Magistrates  Court.",NA
"786",2011,"Birmingham","Birmingham  New  St",NA
"787",2011,"Birmingham","Birmingham  New  str.  Station",NA
"788",2011,"Birmingham","Birmingham  New  str.,",NA
"789",2011,"Birmingham","Bishopgate  str.  @  Junction  Of  Broad  str..",NA
"790",2011,"Birmingham","Bishopgate  str.,  City  Centre",NA
"791",2011,"Birmingham","Bishopsgate  str.",NA
"792",2011,"Birmingham","Bliss  Bar,  Broad  str.",NA
"793",2011,"Birmingham","Bliss  Nightclub,  Broad  St,  Birmingham",NA
"794",2011,"Birmingham","Bliss  Nightclub,  Broad  St.",NA
"795",2011,"Birmingham","Bliss,  Broad  St.",NA
"796",2011,"Birmingham","Bordesley  Green",NA
"797",2011,"Birmingham","Bordesley  Green  Rd",NA
"798",2011,"Birmingham","Bradford  St,  Birmingham",NA
"799",2011,"Birmingham","Braod  str.,  City  Centre",NA
"800",2011,"Birmingham","Braod  str.,  City  Centre",NA
"801",2011,"Birmingham","Braod  str.,  City  Centre",NA
"802",2011,"Birmingham","Braod  str.,  City  Centre",NA
"803",2011,"Birmingham","Braod  str.,  City  Centre",NA
"804",2011,"Birmingham","Braod  str.,  City  Centre",NA
"805",2011,"Birmingham","Briar  Rose  Ph  Bennetts  Hill",NA
"806",2011,"Birmingham","Brighton  Arms  Ph",NA
"807",2011,"Birmingham","Bristol  rd.,  Birmingham",NA
"808",2011,"Birmingham","Bristol  rd.,  Edgbaston",NA
"809",2011,"Birmingham","Bristol  St,  Birmingham  City  Centre",NA
"810",2011,"Birmingham","Bristol  str.",NA
"811",2011,"Birmingham","Bristol  str.",NA
"812",2011,"Birmingham","Bristol  str.  South",NA
"813",2011,"Birmingham","Bristol  str.  South",NA
"814",2011,"Birmingham","Brittania  Hotel",NA
"815",2011,"Birmingham","Broad  St",NA
"816",2011,"Birmingham","Broad  St",NA
"817",2011,"Birmingham","Broad  St",NA
"818",2011,"Birmingham","Broad  St",NA
"819",2011,"Birmingham","Broad  St",NA
"820",2011,"Birmingham","Broad  St",NA
"821",2011,"Birmingham","Broad  St",NA
"822",2011,"Birmingham","Broad  St",NA
"823",2011,"Birmingham","Broad  St",NA
"824",2011,"Birmingham","Broad  St",NA
"825",2011,"Birmingham","Broad  St  @  Gas  str.,  City  Centre",NA
"826",2011,"Birmingham","Broad  St  Bham",NA
"827",2011,"Birmingham","Broad  St  Bham",NA
"828",2011,"Birmingham","Broad  St  City  Centre",NA
"829",2011,"Birmingham","Broad  St  City  Centre  Birmingham",NA
"830",2011,"Birmingham","Broad  St,        Bham",NA
"831",2011,"Birmingham","Broad  St,    Bham",NA
"832",2011,"Birmingham","Broad  St,    Bham",NA
"833",2011,"Birmingham","Broad  St,    Bham",NA
"834",2011,"Birmingham","Broad  St,    Bham",NA
"835",2011,"Birmingham","Broad  St,    Bham",NA
"836",2011,"Birmingham","Broad  St,  Bham",NA
"837",2011,"Birmingham","Broad  St,  Bham",NA
"838",2011,"Birmingham","Broad  St,  Birmingham",NA
"839",2011,"Birmingham","Broad  St,  Birmingham",NA
"840",2011,"Birmingham","Broad  St,  Birmingham",NA
"841",2011,"Birmingham","Broad  str.",NA
"842",2011,"Birmingham","Broad  str.",NA
"843",2011,"Birmingham","Broad  str.",NA
"844",2011,"Birmingham","Broad  str.",NA
"845",2011,"Birmingham","Broad  str.",NA
"846",2011,"Birmingham","Broad  str.",NA
"847",2011,"Birmingham","Broad  str.",NA
"848",2011,"Birmingham","Broad  str.",NA
"849",2011,"Birmingham","Broad  str.",NA
"850",2011,"Birmingham","Broad  str.",NA
"851",2011,"Birmingham","Broad  str.",NA
"852",2011,"Birmingham","Broad  str.",NA
"853",2011,"Birmingham","Broad  str.",NA
"854",2011,"Birmingham","Broad  str.",NA
"855",2011,"Birmingham","Broad  str.",NA
"856",2011,"Birmingham","Broad  str.",NA
"857",2011,"Birmingham","Broad  str.",NA
